keyid,filename,title,creator,date,publisher not identified,publisherloc,publisher2,publisher2loc,distributor,distloc,edition,illustration,pages,size,series,volume,seriesadd,volumeadd,note,translatedfrom,bibliography,contents,summary,subjects,type,format,language,display_template
hk0746,zimberg_cairo.jpg,It happened in Cairo : home of the great Genizah,"Zimberg, Ruth",2018,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color illustrations,38 pages,26 cm,Jewish history comes alive,,,,,,,,,Cairo Genizah;Rabbinical literature;Egypt;Haredi and religious literature;History,Image;StillImage,image/jpeg,eng,item
hk0747,placeholder.jpg,It happened in Prague : home of the old-new shul,"Zimberg, Ruth",2018,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color illustrations,38 pages,26 cm,Jewish history comes alive,,,,,,,,,Synagogues;Czech Republic;Prague (Czech Republic);Haredi and religious literature,Image;StillImage,image/jpeg,eng,item
hk0748,zimberg_soncino.jpg,It happened in Soncino : home of the famous printing press,"Zimberg, Ruth",2018,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color illustrations,38 pages,26 cm,Jewish history comes alive,,,,,,,,,Printing;Hebrew;Incunabula;Italy;Soncino (Italy);History;Haredi and religious literature;Soncino family,Image;StillImage,image/jpeg,eng,item
hk0749,placeholder.jpg,It happened in Vilna : home of the hidden library,"Zimberg, Ruth",2018,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color illustrations,38 pages,26 cm,Jewish history comes alive,,,,,,,,,"Jewish libraries;Lithuania;Vilnius (Lithuania);Libraries;Destruction and pillage;History;20th century;Haredi and religious literature;Strashun, Mathias, 1870-1885",Image;StillImage,image/jpeg,eng,item
hk0750,placeholder.jpg,E is for Elisa,"Hurwitz, Johanna;Malone, Heather",2018,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,illustrations,75 pages,22 cm,,,,,,,,,"""Elisa Michaels is not a crybaby. Her brother Russell says she is, but she isn't really. Can she help it if tears suddenly just pop out of her eyes? Elisa is a regular girl who loves going to Sunshine Nursery School and is only a teensy bit scared of flashbulbs. Can she help it if adventures have a way of finding her? Whether she's putting the finishing touches on the neighborhood snowman or jumping off a chest of drawers, life with Elisa is full of surprises""--front flap.",Jewish families;Jewish girls;Families;Siblings;Fiction,Image;StillImage,image/jpeg,eng,item
hk0751,placeholder.jpg,Elisa in the middle,"Hurwitz, Johanna;Malone, Heather",2018,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,illustrations,104 pages,22 cm,,,,,,,,,"""Elisa Michaels is just trying to help... Elisa has a new house, she's starting a new year in school, and she has a new baby brother. She's in the middle of her family now, and, just like in a sandwich, Elisa knows the middle is best. Elisa wants to help her older brother, Russell, catch up on his homework and give his fish a bubble bath. Why is everyone upset with her? She was just trying to help! At least she can help her baby brother, Marshall. That is, if she's willing to give him the most precious gift of all""--front flap.",Jewish families;Jewish girls;Middle-born children;Families;Fiction,Image;StillImage,image/jpeg,eng,item
hk0752,placeholder.jpg,Make room for Elisa,"Hurwitz, Johanna;Malone, Heather",2018,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,illustrations,95 pages,22 cm,,,,,,,,,"""Elisa Michaels's life is about to change... Elisa is sure she won't embarrass her big brother Russell at his violin recital. She'll sit quietly and listen to the music. She won't sing along while he plays. And she'll keep her mouth closed the whole time. But will Elisa be able to keep her promise? Whether it's moving without really moving, getting glasses for the first time, or getting locked in a room, Elisa's life is always on the move""--front flap.",Jewish families;Jewish girls;Families;Siblings;Fiction,Image;StillImage,image/jpeg,eng,item
hk0753,placeholder.jpg,Ever-clever Elisa,"Hurwitz, Johanna;Malone, Heather",2019,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,illustrations,108 pages,22 cm,,,,,,,,,"""Elisa is in first grade, a grade with a number, not like nursery school and kindergarten. She wants to give her new teacher a special present. She even has a great idea. What could possibly go wrong? Whether it's giving away a special ring, surprising her mother with breakfast in bed, losing a lost tooth, or buying a raffle ticket for a cruise to Alaska, Elisa's life is always an entertaining give-and-take.""--Dust jacket.",Jewish families;United States;Jewish girls;First grade (Education);Fiction,Image;StillImage,image/jpeg,eng,item
hk0754,yavin_freeandbrave.jpg,The free and brave,"Yavin, Tovah S",2019,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,illustrations,173 pages,22 cm,,,,,,,,,,United States;Military participation;War of 1812;Participation;Jewish participation;Fiction;History,Image;StillImage,image/jpeg,eng,item
hk0755,placeholder.jpg,Who is the strongest animal in the forest?,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color photographs;color maps,31 pages,25 cm,And the winner is,,,,,,,,,Forest animals,Image;StillImage,image/jpeg,eng,item
hk0756,placeholder.jpg,Who is the loudest animal in the world?,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color photographs;color maps,31 pages,25 cm,And the winner is,,,,,,,,,Animal sounds;Picture books,Image;StillImage,image/jpeg,eng,item
hk0757,goldish_oldwest.jpg,Jewish life in America in the Old West,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,photographs (some color);color maps,47 pages,24 cm,The way it was,,,,,,,,,West United States;United States;History,Image;StillImage,image/jpeg,eng,item
hk0758,placeholder.jpg,Who is the fastest bird in the sky?,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color photographs;color maps,31 pages,25 cm,And the winner is,,,,,,,,,Birds;Flight,Image;StillImage,image/jpeg,eng,item
hk0759,placeholder.jpg,Who goes the longest without water in the desert?,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color photographs;color maps,31 pages,25 cm,And the winner is,,,,,,,,,Desert animals;Adaptation (environment),Image;StillImage,image/jpeg,eng,item
hk0760,placeholder.jpg,Who hunts the deepest in the ocean?,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color photographs;color maps,31 pages,25 cm,And the winner is,,,,,,,,,Deep-sea animals;Predatory marine animals;Marine animals,Image;StillImage,image/jpeg,eng,item
hk0761,placeholder.jpg,Who is the longest-living insect on earth?,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color photographs;color maps,31 pages,25 cm,And the winner is,,,,,,,,,Insects;Animal life spans,Image;StillImage,image/jpeg,eng,item
hk0762,placeholder.jpg,Who lives the highest in the mountains?,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,color photographs;color maps,31 pages,25 cm,And the winner is,,,,,,,,,Mountains;Animals;Ecology,Image;StillImage,image/jpeg,eng,item
hk0763,goldish_colonialtimes.jpg,Jewish life in America during colonial times,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,photographs (some color);color maps;color illustrations,47 pages,24 cm,The way it was,,,,,,,,,United States;History;18th century,Image;StillImage,image/jpeg,eng,item
hk0764,goldish_greatdepression.jpg,Jewish life in America during the Great Depression,"Goldish, Meish",2021,Menucha Publishers,"Brooklyn, NY",Menucha Classroom Solutions,,,,,photographs (some color),47 pages,24 cm,The way it was,,,,,,,,"""What was life like during the Great Depression? The 1930s were a difficult time for everyone. The stock market crashed, banks closed, and many people lost their money, their jobs, and their homes. In this engrossing book, children will learn about the daily life of Jewish families during this time-- the homes they lived in, the foods they ate, the schools they went to, the work they did, and the games they played."" -- back cover.",United States;Economic conditions;Depressions;History;1919-1933;1933-1945,Image;StillImage,image/jpeg,eng,item
hk0765,placeholder.jpg,Copycat,"Subar, Leah",2017,Menucha Publishers,"Brooklyn, NY",,,,,,,132 pages,22 cm,,,,,Originally published in 2009 by Targum Press.,,,,,Jewish girls;Cheating (Education);Schools;Bullying;Loyalty;Fiction,Image;StillImage,image/jpeg,eng,item
hk0766,placeholder.jpg,Talking it over,"Klein, Leah",2021,Menucha Publishers,"Brooklyn, NY",,,,,,,136 pages,22 cm,BY Times,12,,,,,,,,Jewish girls;Student newspapers and periodicals;Jewish way of life;Body image in adolescence;Fiction,Image;StillImage,image/jpeg,eng,item
hk0767,placeholder.jpg,Infiltrator,"Pearlman, Ruthie",2023,Menucha Publishers,"Brooklyn, NY",,,,,,,245 pages,24 cm,Yael Reed,9,,,,,,,"""Someone here can't be trusted...Newly married supersleuth Yael Yair is back! Meira, the daughter of an Israeli secret service agent, is in danger, and she's sent to a seaside boarding school in England to keep her safe. But when she and a classmate are kidnapped, students and staff are shocked to the core. Can Yael rescue the missing schoolgirls from their ruthless tormentors? Infiltrator is the ninth book in Ruthie Pearlman's wildly popular series, featuring all your favorite characters--Yael and Doron Yair and Leora and Colin Sommers--and some new ones too"" -- JudaicaPlace.com.",Kidnapping;Schoolgirls;Boarding schools;England;Israelis;Ultra-Orthodox Jews;Detective and mystery;Fiction,Image;StillImage,image/jpeg,eng,item
hk0768,oreichman_moshejapan.jpg,Moshe of Japan,"Verzov, Ella;Oirechman, Chana",2013,Menucha Publishers,"Brooklyn, NY",,,,,,illustrations;maps,50 pages,23 cm,Young Lamplighters,,,,"""Special thanks to Moshe Sudakevich and family""--Title page verso.",,,,"""Hi! My name is Moshe and I'm eight years old. Sounds pretty regular, doesn't it? But I live in a very interesting place. I was born in the capital city of Japan, Tokyo! I don't go to regular school. Instead I go to school on the computer with kids from all over the world. The classmate that lives closest to me lives in China, a five-hour plane ride away!""-- Provided by publisher.","Japan;Social life and customs;Orthodox Jews;Habad;Tokyo (Japan);21st century;Haredi and religious literature;Sudakevich, Moshe",Image;StillImage,image/jpeg,eng,item
hk0769,oreichman_tamarvenice.jpg,Tamar of Venice,"Verzov, Ella;Oirechman, Chana",2013,Menucha Publishers,"Brooklyn, NY",,,,,,illustrations;maps,54 pages,23 cm,Young Lamplighters,,,,"""Special thanks to Tamar Rieber and family""--Title page verso.",,,,"""Hi! My name is Tamar. I live in Venice, Italy. We used to live in Israel but we moved here when I was two months old to teach the Jews in Venice more about Judaism. Venice is an unusual city built on water! I go to school by boat every day and there are only two students in my class. One of them is me!""-- Provided by publisher.","Italy;Venice (Italy);Social life and customs;Habad;Haredi and religious literature;History;Rieber, Tamar",Image;StillImage,image/jpeg,eng,item
hk0770,placeholder.jpg,Lemonade girls forever!,"Gross, Sara Miriam",2014,Menucha Publishers,"Brooklyn, NY",,,,,,,195 pages,24 cm,,,,,,,,,,Jewish girls;Middle school girls;Orthodox Judaism;Female friendship;Friendship;Orthodox Jews;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,eng,item
hk0771,placeholder.jpg,Trouble ahead,"Holt, Faygie",2016,Menucha Publishers,"Brooklyn, NY",,,,,,,157 pages,22 cm,Achdus Club,2,,,,,,,"Tova and Shulamis Green are back! Following their super Achdus Club party that brought class 4B together again, the two sisters and their friends are planning the club's first-ever chesed project. Elderly Mrs. Golding would love the company - so what could possibly go wrong? In Trouble Ahead, sequel to The New Girl, the Achdus Club discovers that every friendship has its ups and downs. Join the class of 4B as they struggle to stick together no matter what trouble lies ahead.--Back cover.",Jewish girls;Friendship;Judaism;Schools;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,eng,item
hk0772,placeholder.jpg,Dancing in our hearts : serve Hashem with joy,"Fletcher, Michoel;Silverstone, Chaya",2016,Menucha Publishers,"Brooklyn, NY",,,,,,,145 pages,23 cm,,,,,,,,,"""In Dancing in Our Hearts, Rabbi Michoel Fletcher helps us find happiness as we live our lives as Jews. By taking us on a journey through the year and examining our tefillos through fresh eyes, he allows us to experience the joy in our relationship with Hashem and our performance of mitzvos. This simchah, he explains, is contagious. By feeling happier ourselves, we will make our homes, our communities, and the entire Jewish nation full of simchah as well. It's just a small leap and a jump ... and soon we'll be dancing in our hearts, even as we continue our day-to-day routines""--Back cover.",Joy;Judaism;God (Judaism);Worship and love;Happiness;Life skills,Image;StillImage,image/jpeg,eng,item
hk0773,placeholder.jpg,The inside story,"Lazewnik, Libby;Zakon, Miriam Stark",2017,Menucha Publishers,"Brooklyn, NY",,,,,,,151 pages,22 cm,Baker's dozen,5,,,,,,,"""News flash! Cousin Yanky from Baltimore is coming to stay with the Bakers--for a very special reason. But his cousins have hardly welcomed him into their home when there's fresh excitement in the family. Family Fortunes magazine has decided to do a feature story on the quints! A reporter and photographer are driving up from New York to spend a whole Sunday at the Baker mansion. What could be more fun? In their brothers' opinion, lots. Moishy, Chezky, and Donny were not consulted, and they're mad. All week long, as their sisters make elaborate plans to impress the magazine people, the boys are immersed in dark counterplots of their own. And Mr. and Mrs. Baker are none too pleased either by the quints' frantic grab for personal glory ... Will Yanky's dreams come true? Will the Baker kids learn to pull together as a team again? It'll take a series of mishaps to bring them all to their senses and to the--what else?--happy ending. Read all about it. We've got The Inside Story""--Back cover",Jewish families;Jewish way of life;Siblings;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,eng,item
hk0774,placeholder.jpg,The queen of Bais Yaakov : the story of Dr. Judith Grunfeld,"Zakon, Miriam Stark",2017,Menucha Publishers,"Brooklyn, NY",,,,,,illustrations,124 pages,22 cm,"Great women, great stories: biographies of notable Jewish women",,,,,,,,,"Jewish educators;Biography;Grunfeld-Rosenbaum, Judith",Image;StillImage,image/jpeg,eng,item
hk0775,placeholder.jpg,Glixman in a fix,"Klempner, Rebecca",2017,Menucha Publishers,"Brooklyn, NY",,,,,,,277 pages,24 cm,,,,,,,,,,Jewish families;California;Drug traffic;Compulsive hoarding;Fiction,Image;StillImage,image/jpeg,eng,item
hk0776,placeholder.jpg,You're joking! : the kosher joke book,"EhrlichKlein, Tzvia",2017,Menucha Publishers,"Brooklyn, NY",,,,,,,136 pages,22 cm,,,,,"""Over 800 jokes and riddles""-- Cover.;""The jokes, riddles, and knock-knocks in this book were sent in by children and first published in The Jewish Press""-- Back cover.",,,That's funny! -- The Jewish world -- What a laugh! -- Contributors to this book.,,Jewish wit and humor;Wit and humor;United States,Image;StillImage,image/jpeg,eng,item
hk0777,placeholder.jpg,Every child has a story. 3,"Fuchs, Menuchah;Scarr, Cindy;Djalilmand, Shira Yehudit;David, Racheli",2017,Menucha Publishers,"Brooklyn, NY",,,,,,illustrations,132 pages,24 cm,,,,,,Hebrew,,,,Translations;Short stories;Fiction;Religious fiction,Image;StillImage,image/jpeg,eng,item
